DATE,DM_EQ,EM_EQ,NB,CASH,EILB,PE,RE,GLOBAL_BONDS,GLOBAL_EQ
2003-08-31,0.016064,0.061336,-0.007468,0.003636,-0.005889,0.042074,0.011922,-0.006948,0.017502
2003-09-30,-0.027005,-0.025262,0.016246,-0.022343,0.058918,-0.028701,0.001919,0.014063,-0.027494
2003-10-31,0.056147,0.080832,-0.010194,0.000935,-0.002561,0.081191,0.018126,-0.008881,0.055478
2003-11-30,0.005103,0.003473,0.001909,-0.009059,0.012054,0.003964,0.006174,0.002057,0.0054
2003-12-31,0.039183,0.047418,0.008692,-0.018206,0.051509,0.026095,0.008669,0.008486,0.038376
2004-01-31,0.015173,0.035186,0.005201,0.00339,0.013597,0.033174,-0.026389,0.003005,0.016575
2004-02-29,0.023458,0.054871,0.010629,6.2e-05,0.062565,0.043504,0.001396,0.011906,0.024942
2004-03-31,-0.019622,-0.000458,-1.6e-05,-0.001999,-0.0032,-0.005084,-0.010744,-0.004044,-0.019011
2004-04-30,0.001876,-0.059949,-0.018986,0.01057,-0.056587,-0.010288,0.011618,-0.013089,0.000301
2004-05-31,0.002014,-0.028134,-0.001797,-0.00729,0.039909,0.001504,0.030449,-0.002693,-0.00061
2004-06-30,0.014262,-0.000778,-0.003035,-0.00193,-0.009669,0.022428,0.010629,-0.00178,0.014608
2004-07-31,-0.023445,-0.008016,0.007303,0.00595,0.023314,-0.030965,-0.002716,0.010073,-0.022881
2004-08-31,-0.003326,0.033263,0.013849,-0.003783,0.030354,0.003772,0.019106,0.013569,-0.002251
2004-09-30,0.012508,0.047798,0.00344,-0.006791,0.020264,0.03182,0.011442,0.004501,0.014608
2004-10-31,0.002023,0.000501,0.001827,-0.012983,0.009562,0.007555,0.013408,0.001037,0.000361
2004-11-30,0.026648,0.065996,0.000763,-0.011262,0.023338,0.046585,0.010283,0.001024,0.028579
2004-12-31,0.03165,0.039975,0.007697,-0.005387,0.030495,0.037332,0.003363,0.007791,0.030182
2005-01-31,-0.005392,0.022242,0.008349,0.017129,-0.009132,0.005723,-0.011942,0.0078,-0.003517
2005-02-28,0.02684,0.084497,-0.006213,-0.005825,0.002713,0.04003,0.007537,-0.00301,0.028136
2005-03-31,-0.007207,-0.056813,-0.001597,0.006553,0.002614,-0.009128,-0.011971,-0.001626,-0.011248
2005-04-30,-0.027097,-0.033151,0.010495,-0.000435,0.020876,-0.038146,-0.002735,0.005795,-0.026921
2005-05-31,0.040068,0.05614,0.006021,0.017406,-0.004483,0.053343,0.020511,0.008445,0.041704
2005-06-30,0.023446,0.04843,0.007917,0.010143,0.018745,0.039249,0.023054,0.009962,0.024309
2005-07-31,0.034682,0.06984,-0.012313,-0.001614,-0.028784,0.048756,0.021968,-0.008962,0.036447
2005-08-31,-0.000734,-0.000208,0.008229,-0.004839,0.046507,-0.007925,0.013984,0.007484,-0.001392
2005-09-30,0.031758,0.099166,-0.014985,0.002381,-0.006233,0.043774,0.008442,-0.011357,0.03462
2005-10-31,-0.015642,-0.056273,-0.006771,0.011162,-0.020684,-0.028144,0.001676,-0.006328,-0.019501
2005-11-30,0.049574,0.101405,0.005299,0.018548,-0.003255,0.077884,0.038976,0.008497,0.053162
2005-12-31,0.019231,0.053188,0.005571,-0.001827,0.019386,0.041713,0.012649,0.004699,0.019344
2006-01-31,0.030851,0.09849,-0.002706,-0.009827,0.020345,0.047699,0.008574,-0.000766,0.037138
2006-02-28,0.000485,-0.000526,-0.002756,0.004826,-0.022746,0.000505,0.00127,-0.001481,8e-06
2006-03-31,0.021286,0.007835,-0.013189,0.00265,-0.043708,0.029304,0.023778,-0.010928,0.021194
2006-04-30,0.003131,0.044776,-0.007997,-0.022297,0.004352,0.014962,0.02447,-0.007525,0.007437
2006-05-31,-0.046069,-0.117791,0.001832,-0.00978,0.020489,-0.057188,-0.004191,-0.000699,-0.050659
2006-06-30,0.003838,0.003713,-0.003373,0.008913,-0.005983,0.000695,0.012315,-0.003313,0.004588
2006-07-31,0.005606,0.015103,0.008699,0.003683,0.031731,-0.008316,-0.000416,0.009603,0.005844
2006-08-31,0.031345,0.029778,0.013593,0.007984,0.040657,0.033768,0.01034,0.014914,0.029618
2006-09-30,0.020169,0.015398,0.006071,0.011816,-0.013843,0.02877,0.010052,0.00723,0.020422
2006-10-31,0.034872,0.046454,0.006704,0.001985,0.019819,0.038091,0.036022,0.00747,0.035543
2006-11-30,0.006617,0.058175,0.008162,0.000657,0.020696,0.03316,0.014235,0.008609,0.012433
2006-12-31,0.028344,0.050523,-0.009627,0.009172,-0.042394,0.028481,0.005551,-0.006146,0.029967
2007-01-31,0.022204,0.010428,-0.00113,0.006402,-0.011241,0.023735,0.010007,0.000439,0.020075
2007-02-28,-0.017657,-0.017729,0.008856,-0.008873,0.028716,0.000757,0.001458,0.007938,-0.018274
2007-03-31,0.012019,0.031212,-0.00651,-0.002857,-0.013422,0.016841,0.004507,-0.004494,0.013527
2007-04-30,0.037449,0.040079,0.00039,-0.003052,0.021606,0.038344,0.024794,0.003996,0.036729
2007-05-31,0.037395,0.059166,-0.010745,0.009428,-0.034798,0.056342,0.011758,-0.008922,0.037887
2007-06-30,-0.006538,0.045493,-0.003733,0.005681,7.8e-05,0.004304,0.010627,-0.002634,-0.000351
2007-07-31,-0.036716,0.035321,0.012312,-0.011597,0.040175,-0.015942,0.004598,0.004512,-0.029469
2007-08-31,-0.007886,-0.028894,0.009736,-0.001692,0.001506,-0.020268,0.002557,0.005012,-0.010242
2007-09-30,0.029775,0.090535,-0.000163,-0.013582,0.029186,0.032715,-0.002299,0.004654,0.036311
2007-10-31,0.023819,0.101944,0.005516,-0.004378,0.031631,0.03905,-0.022847,0.008722,0.032158
2007-11-30,-0.060291,-0.092536,0.007752,-0.017197,0.027179,-0.085172,-0.038528,-0.003163,-0.064855
2007-12-31,-0.011166,0.003789,-0.00415,0.00177,-0.013156,-0.005723,0.003456,-0.002916,-0.00891
2008-01-31,-0.094907,-0.146732,0.015861,-0.010497,0.035465,-0.108731,0.01042,0.008133,-0.098032
2008-02-29,-0.019936,0.057011,0.005867,-0.004712,0.011594,0.005089,0.028978,0.001383,-0.012335
2008-03-31,-0.039831,-0.08555,-0.003367,-0.01432,-0.015405,-0.050722,-0.005499,-0.011359,-0.044667
2008-04-30,0.072792,0.1,-0.014936,0.014123,-0.021469,0.072829,0.016386,-0.001878,0.075306
2008-05-31,0.014175,0.017183,-0.016866,-0.001404,-0.002096,0.019752,-0.014371,-0.013638,0.014152
2008-06-30,-0.086233,-0.110243,-0.003447,-0.004127,0.022961,-0.102668,-0.061104,-0.008395,-0.088617
2008-07-31,-0.018338,-0.028164,0.006536,0.001684,-0.003855,-0.032682,-0.045155,0.006573,-0.019931
2008-08-31,0.006084,-0.058765,0.006175,0.004556,-0.011936,0.000344,-0.036207,0.001926,-0.002581
2008-09-30,-0.111524,-0.168558,0.001322,0.000871,-0.08845,-0.145241,-0.067429,-0.016383,-0.118133
2008-10-31,-0.180874,-0.267859,0.000686,-0.002757,-0.216682,-0.232865,-0.054844,-0.028088,-0.190873
2008-11-30,-0.065259,-0.077041,0.039466,0.006769,-0.024241,-0.062733,0.023506,0.028628,-0.065914
2008-12-31,-0.006117,0.036706,0.022315,-0.002556,0.07104,0.036183,-0.013493,0.022437,-0.002141
2009-01-31,-0.067341,-0.03983,-0.014187,0.003438,-0.002963,-0.045786,-0.069667,-0.009708,-0.064653
2009-02-28,-0.079912,-0.030782,-0.001254,0.008903,-0.032878,-0.070342,-0.005633,0.002127,-0.075755
2009-03-31,0.063459,0.128924,0.009417,0.000441,0.0933,0.088924,0.055891,0.010963,0.071239
2009-04-30,0.111831,0.16403,-0.00826,-0.000685,0.007016,0.156918,0.038088,0.007542,0.115614
2009-05-31,0.060153,0.137551,-0.005162,-0.004734,0.056849,0.073628,0.010535,0.006733,0.068399
2009-06-30,0.000192,-0.008246,0.005581,-0.000536,0.024777,-0.001989,-0.014226,0.00755,-0.003046
2009-07-31,0.077778,0.108654,0.005619,0.000623,0.023289,0.094013,0.018022,0.017345,0.082541
2009-08-31,0.025742,-0.015376,0.004671,-0.005072,0.008987,0.024366,-0.017393,0.004136,0.022352
2009-09-30,0.022546,0.069719,0.001673,-0.005037,0.006901,0.045057,-0.014294,0.004393,0.028336
2009-10-31,-0.015197,0.001655,0.000916,0.000579,0.032802,-0.02751,-0.019035,0.004859,-0.016139
2009-11-30,0.017945,0.019981,0.005677,-0.008748,0.01708,0.016154,0.004311,0.002571,0.019041
2009-12-31,0.052621,0.078868,-0.014106,0.010069,-0.008736,0.079995,-0.007949,-0.003714,0.057943
2010-01-31,-0.039231,-0.05763,0.011983,-0.000865,-0.000114,-0.035432,-0.010669,0.007632,-0.039072
2010-02-28,0.011627,0.001663,-0.002542,-0.004499,-0.042403,0.018243,-0.01222,-0.001988,0.009748
2010-03-31,0.077414,0.098373,-0.004115,0.004761,0.041523,0.090017,-0.003146,0.007115,0.078737
2010-04-30,0.007562,0.019883,0.011925,0.002977,0.02961,0.027585,-0.032361,0.007128,0.009467
2010-05-31,-0.084277,-0.075686,0.015894,-0.005708,-0.034452,-0.078963,-0.033847,-0.001836,-0.080629
2010-06-30,-0.043752,-0.012856,0.015456,0.000163,0.013347,-0.027293,0.033871,0.008187,-0.038263
2010-07-31,0.054723,0.056316,0.000836,-0.001232,0.013101,0.053643,0.087961,0.008242,0.057041
2010-08-31,-0.034351,-0.019735,0.026106,-0.000575,0.036233,-0.026514,0.032802,0.016181,-0.0328
2010-09-30,0.066429,0.083236,-0.009374,-0.003393,0.011402,0.086134,0.032075,-0.002026,0.066926
2010-10-31,0.022692,0.011345,-0.004754,-0.002636,0.026732,0.020636,-0.050218,-0.00156,0.021525
2010-11-30,-0.001231,-0.006797,-0.014574,-0.004869,-0.03629,0.008345,-0.035363,-0.018922,-0.002189
2010-12-31,0.054046,0.051864,-0.012717,-0.005794,-0.028952,0.052747,0.022851,-0.006151,0.054303
2011-01-31,0.01477,-0.032704,-0.007779,0.001066,0.000591,0.009653,0.017451,-0.003482,0.011196
2011-02-28,0.028337,-0.015435,-0.005056,-0.004542,0.010847,0.011426,0.030098,-0.001893,0.022465
2011-03-31,-0.01356,0.054749,-0.005099,-0.001074,0.013658,0.013871,0.005594,0.000412,-0.006293
2011-04-30,0.01423,0.004388,0.001078,-0.008683,0.027348,0.014179,0.013009,0.003111,0.014797
2011-05-31,-0.012422,-0.022464,0.010433,-0.001943,0.007275,-0.006413,-0.015399,0.006516,-0.014689
2011-06-30,-0.018019,-0.015196,-0.001855,-0.001172,0.012805,-0.019897,-0.01904,-0.001671,-0.017662
2011-07-31,-0.024884,-0.011092,0.022923,-4.7e-05,0.057788,-0.020198,-0.030159,0.013493,-0.023561
2011-08-31,-0.070937,-0.089079,0.019261,0.00075,0.007639,-0.0766,-0.047634,0.011783,-0.072942
2011-09-30,-0.06486,-0.125709,0.018218,0.000202,0.007744,-0.094705,-0.017136,-0.000869,-0.075479
2011-10-31,0.083316,0.113476,-0.015592,-0.005348,0.007736,0.094917,0.037715,-0.004326,0.088591
2011-11-30,-0.014286,-0.056942,0.005242,0.000108,-0.003276,-0.031973,-0.010974,-0.006946,-0.0181
2011-12-31,0.005169,-0.009656,0.011899,-0.003068,0.015742,-0.000534,0.025928,0.012427,0.003123
2012-01-31,0.044083,0.107724,0.002468,-0.001873,0.040375,0.065985,0.032219,0.009862,0.050906
2012-02-29,0.046747,0.057897,-0.016282,-0.004447,-0.000855,0.050348,0.005133,-0.002816,0.046709
2012-03-31,0.018222,-0.027381,-0.004663,0.001487,-0.011622,0.00632,-0.005603,-0.00213,0.011788
2012-04-30,-0.021409,-0.020077,0.007453,-0.005299,0.019288,-0.022852,-0.031249,0.001291,-0.02081
2012-05-31,-0.066752,-0.095807,0.028549,0.001949,0.043364,-0.069216,-0.027039,0.009903,-0.069209
2012-06-30,0.043195,0.03289,-0.013355,-0.001205,-0.014493,0.030222,0.01546,-0.00215,0.042978
2012-07-31,0.016212,0.024284,0.017409,0.000185,0.052653,0.011367,0.022046,0.015328,0.018821
2012-08-31,0.017362,-0.010883,-0.006085,-0.002173,-0.006848,0.021464,0.009553,-6.1e-05,0.01068
2012-09-30,0.013338,0.046875,-0.007125,-0.004531,0.002444,0.027099,0.007597,-7.7e-05,0.018828
2012-10-31,-0.007437,-0.008871,-0.009086,-0.003758,0.011007,-0.005889,-0.001433,-0.002777,-0.006936
2012-11-30,0.017102,0.019121,0.001532,-9.8e-05,0.017573,0.025605,0.018231,0.003823,0.017339
2012-12-31,0.018912,0.048664,-0.009982,-0.002198,-0.004435,0.032348,-0.00096,-0.003521,0.02201
2013-01-31,0.057003,0.017124,-0.013461,0.002115,-0.006806,0.050752,-0.003455,-0.004774,0.05232
2013-02-28,0.009988,-0.004293,0.000307,-0.00742,-0.002526,0.016873,-0.009697,-0.001851,0.008881
2013-03-31,0.030555,-0.011627,0.004568,-0.001048,0.007998,0.027661,0.01194,0.003731,0.025084
2013-04-30,0.028015,0.004921,0.00194,-0.000218,0.023521,0.024009,0.010608,0.008986,0.025089
2013-05-31,0.017961,-0.009377,-0.016288,0.002287,-0.067854,0.020931,-3.2e-05,-0.015251,0.0131
2013-06-30,-0.025412,-0.063255,-0.007034,0.001767,-0.071552,-0.03169,0.004967,-0.013346,-0.030613
2013-07-31,0.045817,0.003574,0.003101,0.000473,0.014904,0.045073,0.031386,0.005787,0.041413
2013-08-31,-0.021373,-0.016916,-0.002197,0.001476,-0.030407,-0.016888,-0.012443,-0.00436,-0.019844
2013-09-30,0.033965,0.051144,0.00132,-0.004234,0.016018,0.043318,0.01845,0.005057,0.034942
2013-10-31,0.036949,0.048575,0.00496,-0.000661,0.015304,0.032913,0.00129,0.008503,0.039475
2013-11-30,0.024151,-0.005809,-0.005399,0.000877,-0.016154,0.01093,-0.001676,-0.003249,0.019351
2013-12-31,0.017977,-0.020238,-0.012875,-0.001871,-0.026238,0.020686,0.004061,-0.007975,0.016332
2014-01-31,-0.028192,-0.056484,0.022849,0.005543,0.0394,-0.021893,0.012134,0.017926,-0.033175
2014-02-28,0.039537,0.02436,-0.001026,-0.002226,0.002845,0.045291,0.021553,0.003649,0.038782
2014-03-31,0.001272,0.028406,-0.003873,-0.002139,-0.004788,0.001016,-0.012253,-0.000335,0.005179
2014-04-30,0.000495,-0.007219,-0.000881,-0.007028,0.016357,-0.007851,-0.007167,0.000163,-0.002015
2014-05-31,0.02229,0.036126,0.005684,-0.003348,0.033951,0.02656,0.00053,0.0062,0.023023
2014-06-30,0.014049,0.023717,-0.0002,-0.002216,0.004686,0.021242,-0.004352,0.002231,0.013166
2014-07-31,-0.006428,0.02739,0.00224,0.001134,0.00872,-0.004956,-0.002221,0.000836,-0.001829
2014-08-31,0.02688,0.028774,0.010507,-0.002436,0.014291,0.032257,0.018859,0.009612,0.025644
2014-09-30,-0.007754,-0.05683,-0.008225,-0.001398,-0.034998,-0.023171,-0.014329,-0.009323,-0.013689
2014-10-31,0.01244,0.018653,0.0051,-0.0011,0.016019,0.01416,0.010203,0.005158,0.011585
2014-11-30,0.034826,0.004387,0.007357,0.001858,0.016736,0.029166,0.004097,0.009386,0.03103
2014-12-31,-0.003117,-0.030743,0.01142,0.00368,-0.013771,0.003813,-0.008538,0.005926,-0.006795
2015-01-31,0.004022,0.03036,0.029705,0.004287,0.066492,0.020804,0.010319,0.019966,0.006036
2015-02-28,0.057392,0.028362,-0.016654,-0.002993,-0.019296,0.05396,0.003241,-0.009939,0.054704
2015-03-31,-0.000853,-0.000834,0.008192,-0.002447,0.000719,0.010996,-2.4e-05,0.003254,-0.001235
2015-04-30,0.003555,0.057754,-0.013839,-0.005506,0.001261,0.014978,0.011109,-0.009551,0.010192
2015-05-31,0.013923,-0.032566,-0.008434,-0.002541,-0.018697,0.009759,0.012762,-0.009233,0.008378
2015-06-30,-0.029688,-0.032493,-0.009929,0.001404,-0.027156,-0.03386,0.005338,-0.012519,-0.031179
2015-07-31,0.027076,-0.058709,0.011108,0.004324,0.014809,0.008131,0.041294,0.011214,0.018035
2015-08-31,-0.066199,-0.090751,0.004285,0.005912,-0.020682,-0.059724,-0.007752,0.00156,-0.068224
2015-09-30,-0.034652,-0.029239,0.010827,0.001211,-0.006674,-0.03097,0.018191,0.006803,-0.03395
2015-10-31,0.075939,0.069837,-0.004126,-0.004321,0.008768,0.066658,0.033151,-0.000802,0.075842
2015-11-30,0.008872,-0.027977,-0.002665,-0.003713,0.005474,0.008687,-0.007772,-0.003583,0.005003
2015-12-31,-0.020145,-0.023707,0.002791,0.00514,-0.023014,-0.018988,0.00026,0.002082,-0.019485
2016-01-31,-0.050698,-0.056965,0.024164,0.003709,0.037711,-0.06014,-0.003904,0.018055,-0.050066
2016-02-29,-0.015724,-0.011708,0.019866,0.00043,0.006536,-0.008116,0.008898,0.012309,-0.01553
2016-03-31,0.048891,0.110134,-0.000837,-0.002031,0.026215,0.06853,0.006287,0.008592,0.053872
2016-04-30,0.002697,-0.008471,0.000358,-0.002936,-0.006259,0.003429,-0.017561,1e-05,0.000975
2016-05-31,0.021182,-0.021729,0.001454,0.000672,-0.002461,0.014285,0.004584,-0.000114,0.016803
2016-06-30,-0.01871,0.033963,0.030871,-0.004753,0.03454,-0.018374,0.013934,0.020996,-0.012605
2016-07-31,0.04309,0.050047,0.002205,0.000243,0.018467,0.054516,0.011687,0.006804,0.042399
2016-08-31,0.003741,0.028546,-0.006504,-0.001386,-0.009142,0.006404,-0.010035,-0.002582,0.006055
2016-09-30,-0.000591,0.00409,-0.001399,-0.002497,0.006842,0.003768,-0.005792,-0.001317,-0.00074
2016-10-31,-0.008561,0.014505,-0.019569,-0.006402,-0.008445,-0.013853,-0.03003,-0.016999,-0.004728
2016-11-30,0.031707,-0.032043,-0.027704,-0.001998,-0.029002,0.016169,0.001158,-0.024115,0.024498
2016-12-31,0.025464,0.004665,-0.006678,-0.003694,0.003658,0.009374,0.01736,-0.002054,0.024443
2017-01-31,0.008723,0.039126,-0.003372,-0.001809,-0.002817,0.026863,0.015221,-0.004634,0.012747
2017-02-28,0.028791,0.027763,0.005882,-0.00409,0.007466,0.030075,0.02156,0.004972,0.029037
2017-03-31,0.007489,0.024365,-0.000688,0.000824,-0.009062,0.014898,0.009598,-0.000796,0.010403
2017-04-30,0.009632,0.016397,0.003526,0.0027,0.012317,0.014839,0.015587,0.006005,0.009473
2017-05-31,0.014337,0.020481,0.002817,0.001416,-0.001591,0.017593,0.011134,0.008158,0.015005
2017-06-30,0.001539,0.003515,-0.007655,-0.001096,-0.019347,0.004632,-0.001753,-0.004124,0.002266
2017-07-31,0.012281,0.050282,0.001792,0.001428,0.003961,0.02064,0.010348,0.005691,0.015826
2017-08-31,-0.002042,0.020223,0.005694,-0.003432,0.018991,0.001041,-0.001464,0.006232,0.000351
2017-09-30,0.021551,-0.007493,-0.013848,-0.001272,-0.015646,0.019682,-0.001033,-0.009984,0.018112
2017-10-31,0.025875,0.043416,0.000918,-0.000134,0.01013,0.024257,0.009198,0.001812,0.02743
2017-11-30,0.011038,-0.008835,-0.00054,-6.2e-05,-0.000568,0.009031,0.004898,0.000215,0.008077
2017-12-31,0.008048,0.031206,-0.002969,-0.00433,0.010388,0.020005,0.004994,-0.002487,0.010282
2018-01-31,0.033532,0.065387,-0.011398,0.000437,-0.029713,0.033568,0.021769,-0.007121,0.036529
2018-02-28,-0.038021,-0.042151,0.000872,-0.000334,-0.015294,-0.036893,-0.010109,-0.005418,-0.03742
2018-03-31,-0.02367,-0.022746,0.009811,0.002787,0.019323,-0.006428,0.006795,0.007593,-0.023373
2018-04-30,0.018063,0.003058,-0.009629,-0.002291,-0.000658,0.015934,-0.015032,-0.00854,0.018749
2018-05-31,0.012652,-0.031332,0.008205,-0.004654,0.009692,0.009627,-0.002005,-0.001906,0.008237
2018-06-30,0.002386,-0.03468,-0.001738,0.001851,0.01322,-0.009263,-0.006895,0.000772,-0.001206
2018-07-31,0.031521,0.022558,-0.005865,-0.001458,-0.012654,0.01893,0.013829,-0.001676,0.028699
2018-08-31,0.013478,-0.026391,0.004795,0.000568,0.010045,0.007311,0.011398,0.001925,0.007657
2018-09-30,0.006576,-0.003096,-0.012724,-0.002183,-0.022748,-0.003958,0.003526,-0.008062,0.006687
2018-10-31,-0.068502,-0.08112,-0.000127,-0.000905,-0.025405,-0.085585,-0.004528,-0.006315,-0.070949
2018-11-30,0.013947,0.041829,0.005609,0.000197,0.004477,0.019911,0.035047,0.00321,0.015441
2018-12-31,-0.078882,-0.029182,0.019924,0.004557,0.00121,-0.062188,-0.019792,0.016034,-0.075097
2019-01-31,0.073954,0.08111,0.006339,0.001296,0.018426,0.084367,0.022984,0.010053,0.073993
2019-02-28,0.033206,0.004699,-0.006664,-0.001238,-0.004569,0.029408,-0.019759,-0.003596,0.029781
2019-03-31,0.017018,0.010661,0.018775,1.5e-05,0.034802,0.013773,0.005091,0.016167,0.016941
